WORD_SLOT1	WORD_SLOT2
довольна	слон
прост	автомат калашникова 
красива	солнце
острые	лезвие
крепкими	сталь
зеленое	слизь
твердой	камень
прозрачен	стекло
старо	мир
старо	мир
старо	мир
старой	мир
нужна	воздух
тяжелой	чугун
красенькая	помидор
темна	вода
длинный	змея
белому	порох
тверда	скала
мягкие	шелк
красивая	радуга
белые	снег
прост	вселенная
худенькая	тростинка
белые	снег
бледна	мел
белых	снег
холодных	снег
черная	смоль
горячий	сковородка
древнее	мир
нужен	воздух
довольна	слон
загадочный	ночь
холодный	лед
здоров	бык
свеж	огурчик
проста	мир
необходима	воздух
довольная	слон
довольна	слон
стары	мир
довольна	слон
крепким	орех
крепкой	орех
здоров	пионер
вязкой	деготь
белые	сахар
черна	смоль
быстрый	молния
доволен	слон
довольная	слон
стара	мир
необходимы	воздух
доволен	слон
стара	мир
сильный	бык
стара	мир
черная	сажа
вечная	жизнь
стара	мир
чист	слеза
крепкая	коньяк
игривая	шампанское
сочная	персик
сочная	персик
крепкая	коньяк
прямая	стрела
красная	помидор
беспристрастен	судья
нужны	воздух
натуральный	воздух
реальны	воздух
непоколебим	скала
нежный	шелк
черные	смоль
старо	мир
черной	смоль
старые	мир
необходим	воздух
неотвратимое	смерть
неотвратимые	смерть
желанная	шоколад
нежный	пушинка
естественное	чихание
белой	снег
чистую	слеза
стар	мир
надежная	автомат калашникова 
кроток	ягненок
светлый	дымка
крепкий	камень
удачлив	адвокат
белы	снег
стара	мир
свеж	поцелуй
черные	уголь
доволен	слон
простая	жвачка
просты	яйцо колумба 
белый	мел
вечный	камень
чистый	слеза
проста	табуретка
мягким	бумага
свободным	вода
мокрым	цуцик
мягкий	губка
старо	мир
надежный	скала
довольна	слон
доволен	удав
красив	роза
древний	мир
плоски	панель
ровное	струна
яркими	радуга
мощными	тигр
необходима	воздух
белом	сахар
хитрый	лиса
холодной	лед
прочным	скала
жёлтый	вечность
древней	мир
твердая	камень
прозрачны	стекло
нема	рыба
прямой	палка
красная	рак
прозрачное	слеза
нежная	пух
старая	мир
счастлив	ребенок
белым	снег
черных	смоль
спакойный	танк
прямые	меч викинга 
тонкий	бумага
прозрачный	стекло
белый	нефрит
слеп	крот
подвижным	капля ртути 
бледная	полотно
мягкий	бархат
прямой	струна
изящным и грациозным	француз
любопытна	кошка
мелодичные	джаз
яркий	солнце
черный	смоль
крепкий	камень
жирная	хрюша
черные	смоль
старые	мир
сухие	солома
твёрдой	алмаз
спокоен	танк
злой	собака
бесконечна	вселенная
доволен	слон
старая	мир
мощную	ураган
крепки	гора
старой	мир
трезвы	стёклышко
незаметные	ночь
тверда	камень
прозрачный	слеза
крепкий	кулак
страшная	смерть
бледный	смерть
прямых	солома
древний	мир
гладких	зеркало
нужна	воздух
тонкие	бумага
хрупкие	стекло
прочна	скала
гладкой	шелк
бледная	мел
выжатая	лимон
сверкающая	лед
мягкая	снег
крепкий	дуб
прямой	палка
проста	табуретка
вороными	смоль
ясными	день
крепкий	скала
обаятельный	черт
древней	мир
старая	мир
доволен	слон
довольна	слон
свободна	птица
сладкой	малина
мягкая	хлопок
черная	смоль
ядовитый	гадюка
чист	агнец
прямому	стрела
красное	помидор
темным	вино
необходима	воздух
крепкие	железо
довольный	слоник
гладкое	зеркало
яркие	жизнь
прост	магнитофон
чистое	мечта
хрупкое	крыло бабочки 
опасное	нож из тьмы
старо	мир
мягкий	пух
широкая	мир
тоненькая	пергамент
чист	голубь
древен	мир
белый	полотно
древним	мир
черным	смоль
огромная	гора
круглой	яйцо
бледны	полотно
тверды	сталь
черный	смоль
тощий	жердь
быстрой	ветер
спокойной и мягкой	вода
жесткой	земля
выжатыми	лимон
старо	мир
зол	черт
пьян	стелька
черными	смоль
черной	смоль
прямая	палка
прямая	палка
прост	пробка
красивая	богиня
чист	воздух
старые	мир
прозрачные	стекло
плоский	лещ
довольная	слон
легкий	перышко
стара	мир
стар	мир
старо	мир
жесткими	щетина
доволен	слон
жесткий	камень
упругий	пластик
гладкой	стекло
пламенный	юноша
необходима	воздух
проста	карандаш
необходимы	воздух
крепкими	железо
тихий	тень
синие	небо
прямой	стрела
страшный	черт
ласковый	теленок
доволен	свинья
острые	бритва
холодных	лед
бодрым	огурец
древний	мамонт
воздушный	облако
древнего	мир
выжата	лимон
чистые	слеза
твердый	кремень
легкий	кисея
синими	море
стара	мир
старо	мир
жидкая	вода
прямым	струна
доволен	удав
стара	мир
черными	смоль
ровной	стол
трезв	стеклышко
белой	снег
трезв	стекло
белой	снег
доволен	слон
необходимы	воздух
прозрачный	стекло
старой	мир
острыми	лезвие
бледный	смерть
острым	нож
прозрачен	слеза
чист	любовь
злая	сабака
проста	мир
органичен	рыба в воде
твердый	скала гибралтара 
прозрачная	стекло
проста	стеклышко
старые	мир
нереально	сон
белого	мука
стройным	тростинка
белыми	свет
узкому	бритва
невинна	ребенок
трезвы	стеклышко
чёрная	ночь
смирный	теленок
хмур	ночь
древне	мир
прозрачны	стекло
старо	мир
искренен	ребенок
искренен	ребенок
нужна	воздух
чистую	слеза
естественны	дыхание
постепенным	улитка
стремительным	метеор
чистые	слеза
глубокого	сажа
безупречной	фарфор
тверд	камень
черные	ночь
острым	бритва
бледным	бумага
холодна	лед
голубого	лед
холодна	лед
прекрасна	ангел
яркую	барбарис
беспомощен	птичка
бледное	смерть
нужны	воздух
дырявый	дуршлаг
бескрайнее	океан
здоров	слон
быстр	ягуар
чист	ангел
учтивая	стюардесса на иностранных авиалиниях
легкие	пушинка
холодный	лед
древнего	мир
крепка	камень
старая	мир
белая	мел
доволен	слон
нужна	воздух
старый	мир
нужна	воздух
холодные	дождь
колючей	елка
силён	медведь
твердые	камень
белая	снег
нужны	воздух
горячий	огонь
чист	стеклышко
белой	молоко
темны	смоль
скучной	чёрт
изворотливый	змея
плоском	поднос
оборванный	бродяга
старо	мир
стары	мир
твердый	камень
гладкие	зеркало
вольный	ветер
мягкая	шелк
грязный	черт
упрямый	ишак
стара	мир
быстрым	ветер
надежен	автомат калашникова 
надежен	автомат калашникова 
чистая	слеза
бледное	смерть
старо	мир
чистейший	кокаин
стары	мир
довольная	слон
наивная	ребенок
любопытная	кошка
белым	снег
проста	мир
проста	палка
прочными	камень
холоден	лед
простые	мир
доволен	слон
вязкой	глина
быстрая	ветер
наивна	человек
выжатая	лимон
старая	мир
необходим	воздух
необходимы	воздух
стара	мир
стара	мир
здоров	бык
старо	мир
живуч	кошка
необходим	воздух
гладкой	мрамор
счастлив	слон
тяжелый	черт
злая	черт
черной	смоль
мокрый	чушка
старой	мир
стара	мир
нужны	воздух
сухой	жердь
вкусна	сахар
доволен	слон
веселый	дитя
необходимы	воздух
гладкая	лед
туп	дерево
твердого	кремень
трезв	стеклышко
старо	мир
могучий	дуб
иссиня-черный	смоль
плоский	лещ
бледная	поганка
черный	ночь
белые	снег
мягкая	шелк
черных	сажа
теплом	молоко
старой	мир
нужен	воздух
чистое	слеза
наивен	свинья
острая	игла
острых	бритва
невинна	овечка
плоская	досточка
спокоен	слон
черными	ночь
необходимы	воздух вода и свет
стара	мир
старая	мир
стар	мир
твёрд	гора
нужны	воздух
тверд	алмаз
хрупкой	хрусталь
прочной	сталь
лeгким	пух
упертый	баран
прекрасна	жизнь
старой	мир
рад	слон
красный	рак
стара	мир
холодны	лед
нужна	воздух
черный	смоль
гладкими	шелк
просты	мир
холодна	лед
стара	мир
мягкой	шелк
живой	жизнь
необходима	воздух
прозрачны	слеза
тончайших	паутинка
прозрачные	лед
стары	мир
сушеная	вобла
быстрые	молния
свободен	ветер
проста	валенок
серой	мышь
древнее	мир
нужен	воздух
довольна	слон
красный	рак
трезв	стекло
счастлива	слон
вольная	птица
вольная	птица
быстрый	ветер
спокойный	лес
беспощадный	огонь
непоколебимый	гора
коварное	царица
загадочное	взгляд сфинкса
сытном	хлеб
нужна	воздух
огромной	город
прямая	стрела
лёгким	пёрышко
стара	мир
большая	мироздание
стары	мир
злой	собака
старая	мир
необходим	воздух
элегантный	рояль
элегантный	рояль
довольная	слон
доволен	слон
ровной	зеркало
крепка	смерть
острого	ад
мягкий	пух
необходим	воздух
надежный	стена
необходим	хлеб
стара	мир
круглый	шар
бледен	полотно
бледен	смерть
гладкий	шелк
бледная	смерть
трезвыми	стеклышко
прозрачный	хрусталь
легкой	пушинка
трезв	стёклышко
сильный	бык
храбрый	волк
черным	сажа
холодными	лед
необходим	воздух
безграничны	небо
стары	мир
старый	мир
быстрым	стрела
старая	мир
холодна	лед
холодны	лед
живая	ртуть
тверд	скала
старый	мир
холодна	лёд
чумазый	чёрт
тверд	скала
нужны	воздух
прямолинейной	меч самурая 
быстрые	ветер
необходимы	воздух
простодушна	ребёнок
нататуированный	папуас
тонкий	шелк
оранжевую	солнышко
стара	мир
довольна	слон
текучая	вода
стара	мир
черных	смоль
быстрый	молния
красна	кровь
стара	мир
выжатый	лимон
старые	мир
дырявая	решето
гибкого	кошка
старый	мир
нужна	воздух
стара	мир
твёрдый	алмаз
прекрасна	королева
подвижен	подросток
темной	ночь
светлая	солнце
спокойным	масло
естественна	дыхание
прост	яишница на завтрак
пьян	свинья
пьян	свинья
пьян	медведь
нужны	воздух
стара	мир
прочный	камень
прямой	стрела
нужна	воздух
холодная	лёд
здоровый	лошадь
пьяный	паровоз
крепким	кремень
чёрные	ночь
прозрачного	слеза
бледен	смерть
бледный	полотно
надежен	автомат калашникова 
необходимых	воздух и вода
огромным	медведь
старая	мир
стары	мир
бесформенным	вода
старый	мир
сладкий	мед
нужны	воздух
тонкому	тростинка
прямую	стрела
холодный	лед
сильный	орел
невинным	новорожденный младенец
прямой	стрела
ясная	кристалл
крепок	дуб
упрям	вол
здоров	бык
стара	мир
холодная	труп
стара	мир
злая	собака
кроткого	овечка
стара	мир
острые	бритва
чистым	ребёнок
древний	мир
твердое	кремень
прочными	камень
холодным	лед
черный	смоль
стара	мир
старый	мир
нужна	воздух
вечные	мир
нужен	воздух
жесткая	деревяшка
необходима	воздух
стара	мир
тупая	пробка
вечный	мир
белыми	свет
доволен	слон
старо	мир
доволен	жук
мягкие	пух
доволен	слон
старо	мир
мягкой	пух
старо	мир
костлявой	модель
стары	мир
плоского	блин
чиста	слеза
черную	смоль
мрачный	туча
черной	смоль
бледная	смерть
свежей	персик
нежной	перышко
свободный	ветер
стройная	кипарис
белые	молоко
необходим	воздух
бледен	мертвец
застывшему	манекен
прекрасным	венеция
довольная	удав
стара	мир
целеустремленным	снежинка
легким	пух
стара	мир
туп	пробка
сильна	смерть
сильна	смерть
нужен	воздух
сильна	смерть
желанное	свет
многогранна	бриллиант
доволен	слон
доволен	слон
жесткие	деревяшка
мягким	шёлк
необходимы	воздух
довольна	слон
холодным	лед
бледный	полотно
стара	мир
стар	мир
необходимы	воздух
красная	рак
стара	мир
черный	деготь
старо	мир
круглые	солнце
незаменима	воздух
стара	мир
пьяная	свинья
довольна	слон
стары	мир
блудлив	кот
труслив	заяц
блудлив	кот
труслив	заяц
доволен	слон
белыми	свет
необходим	воздух
мирные	пучок
острыми	бритва
грациозна	кошка
худому	щепка
старая	мир
стара	мир
тонкой	спичка
старая	мир
стары	мир
силен	слон
подвижен	ртуть
острый	бритва
легкой	туман
чисты	младенец
холодна	лед
доволен	слон
нужен	воздух
голоден	волк
худой	жердь
прекрасна	женщина
довольна	слон
прозрачный	вода
необходим	воздух
глубокий	море
легкий	перышко
живой	жизнь
рыжие	морковка
сладкий	мечта
злой	собака
доволен	слон
плоским	доска
толстый	паровоз
старо	мир
старая	мир
прекрасны	как бутон розы сверкающий каплями росы 
прекрасны	как бутон розы сверкающий каплями росы 
прекрасны	как бутон розы сверкающий каплями росы
прекрасны	как бутон розы сверкающий каплями росы
прекрасны	как бутон розы сверкающий каплями росы
красным	рак
старый	мир
старо	мир
голоден	волк
красивой	восход солнца
совершенен	бог
совершенна	богиня
тонка	ручиёк
прочен	дуб
здоров	бык
острые	бритва
древнем	мир
спокойный	удав
богат	крез
холодный	камень
белые	мел
гладкой	шелк
красива	богиня
непреступная	скала
нужны	воздух
старо	мир
древнему	мир
нужны	воздух
проста	дверь
доволен	слон
доволен	слон
чёрной	смоль
старая	мир
здоров	конь
тверд	алмаз
прозрачной	слеза
горьких	полынь
доволен	слон
горячая	солнце
сильна	смерть
необходима	воздух
старо	человечество
прозрачная	вода
черные	сволочь
твердых	камень
быстрые	молния
спокойна	удав
нужна	воздух
стройная	березка
злой	чорт
естественна	дыхание
естествен	дыхание
лёгким	пёрышко
надежен	скала
живой	мешок картошки
старая	мир
пушистый	снег
твердым	камень
старо	мир
спокойный	танк
ласковое	кошка
доволен	слон
труслив	заяц
тверда	сталь
одинок	перст
чёрные	уголь
белой	снег
румяной	кровь
плоские	доска
зол	черт
надежная	автомат калашникова
проста	рубль
белый	стена
доволен	удав
здоров	космонавт
здоров	космонавт
стара	мир
необходима	воздух
чист	слеза
доволен	слон
бледная	смерть
нужны	воздух
стройный	карандаш
голоден	зверь
гладкий	мрамор
бледный	смерть
прозрачный	слеза
прозрачной	вода
спокойный	удав
рад	слон
густым	молоко
стройная	оленёнок
красная	рак
красным	плоть
остра	сталь
старой	мир
необходим	воздух
спокоен	удав
круглая	шар
прочным	скала
квадратная	наволочка
элегантный	рояль
злой	собака
свирепый	шакал
чёрное	смоль
белый	мука
чёрными	уголь
чёрными	смоль
бел	снег
бел	снег
бел	снег
хрупкий	стекло
проста	пряник
чист	младенец
старая	мир
холодный	железо
черным	смоль
прост	автомат калашникова
стара	мир
прямая	стержень
твердым	камень
бледной	приведение
острый	бритва
здоров	бык
огромное	небо
старо	мир
невидимые	воздух
довольный	слон
твердые	деревяшка
тонком	лист
умен	черт
мягок	воск
красная	рак
блистающими	огонь
сильная	кобыла
довольный	слон
упёртый	баран
плоская	блин
крепок	сталь
широким	мир
пьян	павиан
тоненькая	спичка
старая	мир
бездонны	вселенная
белый	снег
твердым	камень
прозрачна	слеза
острыми	бритва
стара	мир
довольна	слон
кристальное	слеза
крепкие	сталь
выжатыми	лимон
выжатыми	лимон
упрямая	танк
черную	смола
пустынном	кастрюля
рад	слон
здоров	бык
безжалостная	зверь
безжалостная	зверь
безжалостная	зверь
доволен	слон
белый	снег
белый	полотно
прекрасная	луна
блистающая	заря
светлая	солнце
прекрасная	луна
светлая	солнце
прямой	палка
мрачный	туча
прекрасную	заря
твердыми	камень
стара	мир
длинного	кнут
стройные	барби
голый	барабан
черный	ночь
сладкий	грех
необходимы	воздух
спокойна	удав
легки	перышко
гибки	лоза
нужна	воздух
страшной	жаба
злая	волчица
стар	мир
белый	голубь
белый	голубь
необходима	воздух
бледен	воск
злой	собака
голодный	волк
доволен	слон
белые	снег
рад	слон
легкое	пушинка
трезвым	стеклышко
весомых	гранит
неоднозначной	осень
лысые	коленка
прочной	камень
стара	мир
необходимы	воздух
крепки	вино
белый	снег
пустые	барабан
довольный	слон
податливой	пластилин
твердым	кремень
быстрый	мышь
простая	книга
красная	бурак
красное	мак
мягкий	облако
угрюмая	собака
стабилен	черт
черный	цвет
надёжный	поляк
нежной	цветок
сладкие	мед
здоровы	бык
свободным	птица
чистого	слеза
белый	снег
необходим	воздух
живой	жизнь
твёрдой	сталь
старый	мир
вечен	мир
спокойная	удав
черный	черт
чистой	роса
черные	уголь
нужен	воздух
необходима	воздух
зыбком	колебание воздуха
необходим	воздух
старая	мир
огромным	гора
прозрачна	слеза
спокоен	вода
твердым	камень
прекрасны	прекрасны как богиня любви афродита 
яркая	солнышко
чистейшее	слеза
покорная	рабыня
старый	мир
неуклюж	слон
довольна	слон
седым	лунь
черных	смоль
черными	смоль
холодный	лед
нужен	воздух
стара	мир
худой	швабра
нужны	воздух
довольна	слон
белый	сахар
крепки	скала
простым	дыхание
необходимы	воздух
крепок	дуб
тягучий	сгущенка
мудр	змий
чист	чист
доволен	слон
красив	бог
радостный	песня
стремительный	звон стрелы или полёт скакуна
прост	угол стола
черными	сажа
серыми	пепел
огромные	гора
голодной	черт
здоров	бык
нежные	шелк
мягкая	шелк
элегантная	цветок
режущий	бритва
стара	мир
гладкой	шелк
стара	мир
прозрачна	слеза
быстрая	свет
необходимы	воздух
довольна	слон
хрупкими	стекло
старый	мир
подвижные	ртуть
доволен	слон
черными	уголь
старом	мир
быстрого	ветер
вечны	мир
нежный	дыхание
белой	привидение
бледная	лостос
черный	уголь
лысая	свинка
старо	мир
пустым	смерть
тупой	пробка
жаркая	африка
изъезженная	европа
крутая	америка
заброшенная	антарктида
черная	ночь
проста	тетрис
свободны	муха в полете
довольна	слон в тазике
чистую	слеза
красный	рак
старо	мир
белый	мел
жесткие	солома
доволен	слон
зеленые	трава
белое	снег
боязлив	заяц
богат	крез
выжаты	лимон
нужен	воздух
доволен	поросенок
острая	нож
злой	собака
красного	кровь
белого	молоко
красивой	звезда
напорист	бульдог
тонкие	паутина
прекрасный	бог
черными	ночь
спокойными	бездна
необходим	воздух
спокойный	удав
глухой	столб
черными	сажа
злой	бультерьер
широкую	море
старо	мир
прозрачными	стекло
душистая	роза
душистая	роза
древний	мир
старо	мир
твердой	гранит
густой	мед
легкий	пушинка
чист	стеклышко
чист	стеклышко
беден	мышь
беспомощен	ребёнок
храбрый	медведь
храбрый	медведь
сильный	лев
сильный	лев
тощий	жердь
чумазый	чёрт
чисты	ребенок
бледные	мел
прочны	скала
тонкие	бумага
холодны	айсберг
чистая	слеза
злой	черт
старая	мир
необходима	воздух
белые	снег
старо	мир
сильный	бог
крепкий	камень
старо	мир
черного	смоль
стара	мир
тяжел	жернов
стремительный	комета
холодный	лезвие
бледный	мел
послушным	ягненок
стар	мир
жарким	огонь
древнее	мир
нужен	воздух
глухие	пень
скользок	угорь
остер	скальпель
довольна	слон
прозрачное	стекло
необходимы	воздух
красная	помидор
старый	мир
стара	мир
нужна	ветер
грациозный	лев
чуткий	пантера
ловкий	ягуар
живуча	кошка
спокойный	танк
необходимы	воздух
стара	мир
прозрачна	слеза
стара	мир
быстр	ракета
точенная	статуэтка
довольная	слон
острые	нож
старых	мир
безумен	шляпник
острого	скальпель
невинный	ребенок
стара	мир
стара	мир
старо	мир
стара	мир
стары	мир
прочный	танк
чёрный	ночь
старой	мир
старых	мир
чисты	стеклышко
старо	мир
белым	кролик
наглый	баран
прямой	лом
счастлив	ребенок
спокойный	удав
ровная	стрела
острые	бритва
быстрый	молния
невинна	капля росы по утру
живой	жизнь
старой	мир
легкая	перышко
необходима	воздух
старым	мир
тонкий	нитка
красный	кровь
голодная	зверь
гладкая	стекло
мягкий	сахар
прекрасны	бутон розы
легкую	облако
доволен	слон
чистым	слеза
огромная	океан
острыми	бритва
черный	уголь
необходимой	воздух
сильна	смерть
прозрачна	слеза
необходим	воздух
твердым	скала
невинна	душа
бледный	мертвец
стара	мир
свободна	птица
гладкими	шёлк
довольна	слон
упрямая	стадо
выжатая	лимон
яркая	день
необходим	воздух
слабым	котенок
простая	валенок
твёрд	камень
холодный	лед
холодный	лед
красивой	звезда
прост	валенок
довольна	удав
довольна	слон
силен	лошадь
прост	валенок
счастлив	слон
стары	мир
черный	смоль
тяжёлая	железо
искренен	ребёнок
маленький	мышка
желтый	одуванчик
пушистый	облачко
необходимы	воздух
рада	слон
огромная	кобыла
гладких	зеркало
важна	воздух
плотный	асфальт
скрипучий	сахар
плотный	асфальт
скрипучий	сахар
богат	крез
прямой	стрела
игривую	дитя
острый	бритва
нужны	воздух
довольна	слон
стара	мир
древняя	мир
сильна	смерть
сильна	смерть
сильна	смерть
твёрдые	камень
трезв	стеклышко
надежный	автомат калашникова
острые	бритва
быстрым	молния
здоровы	бык
яркий	огонь
чиста	слеза
доволен	слон
старый	мир
злой	собака побитая
здоровый	конь
доволен	слон
стара	мир
чумазый	трубочист
необходим	воздух
нужны	воздух
ровной	стол
черный	смоль
спокоен	танк
нужен	воздух
красный	помидор
легкая	облако
прозрачная	лед
стары	мир
довольна	слон
довольна	слон
легким	пух
проста	мир
необходима	воздух
старо	мир
стройной	газель
активны	ураган
